觀測時間(hour),最大瞬間風(m/s),最大瞬間風風向(360degree),降水量(mm),全天空日射量(MJ/㎡),測站氣壓(hPa),氣溫(℃),相對溼度(%),風速(m/s),風向(360degree),日期
3,0,0,0,0,1013,19.2,96,0,0,2024/4/10
4,0,0,0,0,1013.1,19.3,96,0,0,2024/4/10
5,1.1,207,0,0,1014,19.1,97,0.1,0,2024/4/10
6,0.8,214,0,0,1014.5,18.8,99,0,0,2024/4/10
7,1.2,216,0,0,1014.9,19,100,0,0,2024/4/10
8,2,232,0.5,0.1,1015.2,19.3,100,0.2,0,2024/4/10
9,2,207,0,0.1,1015.6,19.6,100,0.6,229,2024/4/10
10,2.1,207,0,0.4,1015.1,20.5,100,0.6,215,2024/4/10
11,2.5,203,0,0.8,1015,21.5,95,0.8,226,2024/4/10
12,2,221,0,0.5,1014.6,22.3,91,0.3,237,2024/4/10
13,0.8,197,0,0.5,1013.7,22.9,89,0.2,0,2024/4/10
14,1.4,310,0,0.7,1013,23.8,79,0.2,0,2024/4/10
15,2.3,82,0,0.5,1012.6,23,87,0.7,39,2024/4/10
16,1.8,301,0,0.3,1012.4,22.3,91,0.3,315,2024/4/10
17,1.8,319,0,0.1,1012.8,22,91,0,0,2024/4/10
18,0.8,9,0,0,1013,21.6,94,0,0,2024/4/10
19,0,0,0,0,1013.5,21.4,96,0,0,2024/4/10
20,0,0,0,0,1014,21.3,98,0,0,2024/4/10
21,0,0,0,0,1014.4,21.1,98,0,0,2024/4/10
22,1,232,0,0,1014.4,20.8,98,0.2,0,2024/4/10
23,1,237,0,0,1014,20.8,98,0,0,2024/4/10
24,1,237,0,0,1013.5,20.7,98,0.1,0,2024/4/10
1,1.5,220,0,0,1012.7,20.5,99,0.4,204,2024/4/11
2,1.9,206,0,0,1012.1,20.3,99,0.2,0,2024/4/11
3,1.9,220,0,0,1011.5,19.7,99,0,0,2024/4/11
4,0.7,250,0,0,1011.6,19.2,100,0,0,2024/4/11
5,1.2,217,0,0,1012,19,100,0,0,2024/4/11
6,1.2,216,0,0,1012.1,19,100,0.4,214,2024/4/11
7,1.8,245,0,0.2,1012.6,20.2,100,0.3,205,2024/4/11
8,2.6,288,0,1,1013.1,23,89,0.8,234,2024/4/11
9,2.5,222,0,1.8,1013.1,25.8,75,0.7,220,2024/4/11
10,2.3,277,0,2.5,1013.1,27.6,69,0.3,124,2024/4/11
11,2.2,305,0,3.1,1012.4,29,63,0.6,258,2024/4/11
12,3.8,68,0,2.8,1012,29.8,65,0.9,106,2024/4/11
13,4.7,25,0,3.1,1011.4,28.7,66,1.4,79,2024/4/11
14,3.3,127,0,1.3,1010.8,27.5,74,0.4,92,2024/4/11
15,2.7,164,0,1,1010.4,27.8,70,0.3,161,2024/4/11
16,2.4,166,0,0.9,1010.4,27.1,72,0.7,1,2024/4/11
17,2.2,4,0,0.4,1010.8,26.1,77,0.5,40,2024/4/11
18,1.2,6,0,0.1,1011.1,24.4,87,0,0,2024/4/11
19,0,0,0,0,1011.2,22.7,93,0,0,2024/4/11
20,0,0,0,0,1011.4,22.1,96,0,0,2024/4/11
21,0,0,0,0,1011.9,21.6,97,0,0,2024/4/11
22,0.6,15,0,0,1011.9,21.3,98,0,0,2024/4/11
23,0,0,0,0,1011.7,21.1,99,0,0,2024/4/11
24,0.3,103,0,0,1011.2,21,100,0,0,2024/4/11
1,1,250,0,0,1010.6,21,100,0,0,2024/4/12
2,1.2,230,0,0,1010.1,20.6,100,0.2,0,2024/4/12
3,1.2,206,0,0,1009.5,20.6,100,0,0,2024/4/12
4,0.9,226,0,0,1009,20.5,100,0.1,0,2024/4/12
5,0.8,250,0,0,1009.5,19.9,100,0,0,2024/4/12
6,1,201,0,0,1009.7,20.2,100,0,0,2024/4/12
7,1.6,192,0,0.3,1010,21.4,100,0.4,215,2024/4/12
8,2.3,219,0,1,1010.5,23.9,93,0.8,245,2024/4/12
9,2.5,197,0,1.8,1010.4,27.2,78,0.6,200,2024/4/12
10,2.8,299,0,2.4,1010.3,29,67,1,227,2024/4/12
11,2.8,208,0,2.9,1009.7,30.2,65,0.7,246,2024/4/12
12,2.7,64,0,3,1008.9,31.1,67,0.8,149,2024/4/12
13,3.3,106,0,2.9,1008.2,31.4,64,0.6,182,2024/4/12
14,3.6,82,0,1.9,1007.5,30.4,71,0.6,144,2024/4/12
15,3.8,81,0,2,1007.1,29.9,73,0.4,134,2024/4/12
16,3,141,0,0.7,1007,28.3,78,0.3,151,2024/4/12
17,2.5,90,0,0.5,1007.3,27.4,81,0.5,181,2024/4/12
18,1.7,145,0,0.1,1007.5,26.8,83,0,0,2024/4/12
19,1.1,192,0,0,1008,25.7,88,0,0,2024/4/12
20,0,0,0,0,1008.5,24.2,94,0,0,2024/4/12
21,0,0,0,0,1009.2,23.7,96,0,0,2024/4/12
22,0.5,94,0,0,1009.1,23.4,98,0,0,2024/4/12
23,0.1,0,0,0,1008.7,23.3,99,0,0,2024/4/12
24,0.1,0,0,0,1008.4,23.2,99,0,0,2024/4/12
1,0.1,0,0,0,1007.9,22.8,100,0,0,2024/4/13
2,0.8,188,0,0,1007.6,23.2,100,0,0,2024/4/13
3,0.3,187,0,0,1007.4,22.7,100,0,0,2024/4/13
4,0.7,190,0,0,1007.2,22.5,100,0,0,2024/4/13
5,0.4,194,0,0,1007.4,22.5,100,0,0,2024/4/13
6,1,247,0,0,1008.1,22.9,100,0,0,2024/4/13
7,1.4,231,0,0.1,1008.6,23.5,100,0.1,0,2024/4/13
8,1.8,200,0,0.6,1009,25.5,93,0.4,229,2024/4/13
9,2,263,0,1.5,1009.5,28,78,0.2,0,2024/4/13
10,2.3,42,0,1.4,1009.5,28.8,77,0.5,46,2024/4/13
11,4.9,58,0,2.3,1009.2,29,75,1.3,59,2024/4/13
12,5,103,0,2.8,1008.8,30,73,1.2,95,2024/4/13
13,5,90,0,2.5,1007.9,30,76,1.2,73,2024/4/13
14,3.8,65,0,0.8,1007.5,27.5,84,1.2,81,2024/4/13
15,4.4,30,0,0.3,1007.4,26.7,88,0.9,69,2024/4/13
16,3.4,83,0,0.1,1007.5,26.4,89,0.5,21,2024/4/13
17,2.4,23,0.5,0,1007.9,25.3,96,0.2,0,2024/4/13
18,2.3,318,0,0,1008.1,24.9,97,0,0,2024/4/13
19,0,0,0,0,1008.4,24.7,98,0,0,2024/4/13
20,0,0,0,0,1008.6,24.8,99,0,0,2024/4/13
21,0,0,0,0,1009,24.7,99,0,0,2024/4/13
22,0.5,272,0,0,1009.3,24.2,100,0,0,2024/4/13
23,0.6,267,0.5,0,1009.3,24.4,100,0,0,2024/4/13
24,1,265,0,0,1008.4,24.2,100,0,0,2024/4/13
1,0.8,251,0,0,1007.9,23.9,100,0,0,2024/4/14
2,1.4,217,0,0,1007.7,23.7,100,0.1,0,2024/4/14
3,1.8,250,0,0,1007.6,23.3,100,0,0,2024/4/14
4,1.6,271,0,0,1007.8,23.1,100,0.2,0,2024/4/14
5,1.8,212,0,0,1007.8,22.8,100,0.2,0,2024/4/14
6,1.5,248,0,0,1008.4,22.7,100,0.1,0,2024/4/14
7,2.1,244,0,0.3,1008.7,23.5,100,0.6,240,2024/4/14
8,3.1,220,0,1,1008.9,25.3,94,0.9,228,2024/4/14
9,2.5,179,0,1.7,1009.4,28.3,79,0.7,229,2024/4/14
10,2.5,216,0,2.4,1009.5,30.2,71,0.6,194,2024/4/14
11,1.8,186,0,2.9,1008.7,31.3,66,0.7,109,2024/4/14
12,3.6,169,0,3.1,1007.8,32.3,67,0.8,175,2024/4/14
13,3.8,219,0,2.1,1006.9,30.8,73,0.9,165,2024/4/14
14,5.4,137,0,2,1006.2,31.5,74,0.8,124,2024/4/14
15,4.4,108,0,1.4,1005.8,29.7,78,1,167,2024/4/14
16,5.5,122,0,1.1,1005.7,29.4,79,0.6,156,2024/4/14
17,4.3,143,0,0.7,1005.9,29.2,78,0.6,151,2024/4/14
18,2.4,122,0,0.3,1006.3,28.3,82,0.2,0,2024/4/14
19,1.8,135,0,0,1006.7,27.2,89,0,0,2024/4/14
20,0.7,10,0,0,1007.2,26.8,93,0,0,2024/4/14
21,1.6,11,0,0,1007.9,26.7,93,0.2,0,2024/4/14
22,1.4,2,0,0,1008,26.5,95,0,0,2024/4/14
23,1.2,325,0,0,1007.8,25.8,96,0,0,2024/4/14
24,0,0,0,0,1007.2,25.2,97,0,0,2024/4/14
1,0,0,0,0,1006.7,24.7,98,0,0,2024/4/15
2,0.6,40,0,0,1006,24.6,98,0,0,2024/4/15
3,0.4,73,0,0,1005.7,24.3,98,0,0,2024/4/15
4,0.5,72,0,0,1006.2,24.6,99,0,0,2024/4/15
5,0.8,72,0,0,1006.6,24.4,99,0,0,2024/4/15
6,0.4,69,0,0,1007.1,24.7,99,0,0,2024/4/15
7,0.9,223,0,0.1,1007.7,25.1,96,0,0,2024/4/15
8,1.1,244,0,0.3,1008.4,25.7,91,0.2,0,2024/4/15
9,1.2,254,0,0.4,1008.9,26.9,86,0.3,250,2024/4/15
10,1,60,0,0.8,1009.3,28.3,82,0.1,0,2024/4/15
11,2.4,285,0,1.1,1009.4,29.3,78,0.4,341,2024/4/15
12,2.7,56,0,2.1,1009,31,72,1,81,2024/4/15
13,3.8,35,0,2.5,1008.2,31.4,71,0.9,73,2024/4/15
14,5.2,91,0,2.4,1007.7,31.4,74,1.2,85,2024/4/15
15,3.8,114,0,0.9,1007.8,29.3,79,1,48,2024/4/15
16,3.4,75,0,1.5,1007.7,29.8,75,0.9,69,2024/4/15
17,2.5,86,0,0.8,1008,29.1,80,0.6,78,2024/4/15
18,2.2,55,0,0.1,1008.5,27.8,85,0.6,71,2024/4/15
19,1.6,57,0,0,1009,26.6,89,0,0,2024/4/15
20,0.5,2,0,0,1009.4,26,92,0,0,2024/4/15
21,0.8,47,0,0,1009.8,25.5,94,0,0,2024/4/15
22,0.4,36,0,0,1010.1,25.2,94,0,0,2024/4/15
23,0,0,0,0,1010,25.3,96,0,0,2024/4/15
24,0,0,0,0,1009.8,25.6,97,0,0,2024/4/15
1,0.4,321,0,0,1009.4,25.5,97,0,0,2024/4/16
2,0.4,322,0,0,1008.6,25.5,97,0,0,2024/4/16
3,0.4,257,0,0,1008.1,25.3,97,0,0,2024/4/16
4,1,224,0,0,1008,24.8,98,0.1,0,2024/4/16
5,1,258,0,0,1008.2,24.7,98,0,0,2024/4/16
6,1.4,212,0,0,1008.6,24.9,98,0.4,214,2024/4/16
7,1.5,198,0,0.2,1009.1,25.7,97,0.3,231,2024/4/16
8,1.8,211,0,0.4,1008.9,26.6,92,0.1,0,2024/4/16
9,1.7,205,0,0.7,1009,27.7,86,0.7,238,2024/4/16
10,2.1,230,0,1.3,1009,29.9,72,0.3,192,2024/4/16
11,1.9,221,0,2.8,1008.4,32.1,65,0.6,306,2024/4/16
12,2.2,291,0,3.2,1007.6,32.1,70,0.7,37,2024/4/16
13,2.4,10,0,1.2,1006.6,31.3,71,0.2,0,2024/4/16
14,2.3,126,0,2,1005.6,32.4,67,0.9,74,2024/4/16
15,2.2,140,0,1.4,1005.3,33.1,58,0.4,144,2024/4/16
16,3.8,77,0,1,1005.4,30.9,68,0.2,0,2024/4/16
17,3.3,304,0,0.5,1005.6,28.6,82,0.8,357,2024/4/16
18,4.4,360,0,0.2,1006.1,27.5,88,0.8,72,2024/4/16
19,2.8,27,0,0,1006.9,26.8,92,0,0,2024/4/16
20,1.9,78,0,0,1007.6,26.7,93,0.1,0,2024/4/16
21,0,0,0,0,1008.1,26.1,96,0,0,2024/4/16
22,0,0,0,0,1008.1,25.9,97,0,0,2024/4/16
23,0,0,0,0,1008.1,25.7,98,0,0,2024/4/16
24,0,0,0,0,1007.8,25.7,99,0.1,0,2024/4/16
1,1.5,42,0,0,1007.3,25.5,99,0,0,2024/4/17
2,1,54,0,0,1007,24.9,99,0,0,2024/4/17
3,0.5,30,0,0,1006.5,23.3,98,0,0,2024/4/17
4,0,0,0,0,1006.3,23.3,99,0,0,2024/4/17
5,0,0,0,0,1006.3,23.3,100,0,0,2024/4/17
6,0.7,29,0,0,1006.6,22.8,100,0,0,2024/4/17
7,1.5,214,0,0.4,1007.2,24,98,0.4,217,2024/4/17
8,2.7,203,0,1.2,1007.3,27.1,81,1.2,231,2024/4/17
9,3.3,193,0,2,1007,29.5,70,0.8,247,2024/4/17
10,4,208,0,2.7,1006.1,31.7,69,1,231,2024/4/17
11,3.8,199,0,3.1,1005.2,32.8,64,0.9,195,2024/4/17
12,3.7,116,0,3.3,1004.2,32.7,66,0.8,168,2024/4/17
13,3.5,126,0,3.3,1003.1,32.7,67,0.8,144,2024/4/17
14,4.2,138,0,3,1002.4,33,64,0.8,144,2024/4/17
15,3.8,93,0,2.2,1002.1,32.1,63,0.7,69,2024/4/17
16,3.3,61,0,1.5,1002.1,31.2,69,0.5,68,2024/4/17
17,3.1,354,0,0.7,1002.7,29.4,79,0.9,49,2024/4/17
18,2.8,75,0,0.1,1003.5,27.8,88,0.8,54,2024/4/17
19,2.9,43,0,0,1003.7,27.2,90,0.5,36,2024/4/17
20,1.5,43,0,0,1004.6,26.4,92,0.2,0,2024/4/17
21,1.3,97,0,0,1004.9,25.6,94,0,0,2024/4/17
22,0.9,74,0,0,1005,25.3,96,0.1,0,2024/4/17
23,0.6,110,0,0,1004.5,24.9,97,0,0,2024/4/17
24,0,0,0,0,1004.1,24.5,98,0,0,2024/4/17
1,0.5,68,0,0,1003.3,25,98,0,0,2024/4/18
2,0.8,68,0,0,1002.9,23.9,98,0,0,2024/4/18
3,0.5,68,0,0,1002.4,23.3,98,0,0,2024/4/18
4,0,0,0,0,1002.9,23.2,99,0,0,2024/4/18
5,0.9,56,0,0,1003.6,23.3,98,0,0,2024/4/18
6,1.3,209,0,0,1002.6,23.3,98,0.1,0,2024/4/18
7,1.6,194,0,0.2,1003.5,24.7,91,0.2,0,2024/4/18
8,1.2,184,0,0.4,1004.5,26.1,86,0.2,0,2024/4/18
9,1.9,177,0,1,1005.1,27.8,79,0.1,0,2024/4/18
10,6.3,29,5,0.2,1006.1,23.8,97,1.4,55,2024/4/18
11,5.6,38,0.5,0.3,1006.2,23.6,95,1.3,49,2024/4/18
12,4.9,78,0,0.2,1006,23.5,94,1.5,71,2024/4/18
13,6.1,69,0,0.1,1006,22.9,92,1.3,59,2024/4/18
14,5.6,44,1,0.1,1006.2,22.3,96,0.5,27,2024/4/18
15,3.5,344,2.5,0.2,1006.6,22,98,0.2,0,2024/4/18
16,3.7,31,2.5,0.1,1006.7,21.7,98,0.1,0,2024/4/18
17,1.7,284,0.5,0,1007.2,21.5,99,0.2,0,2024/4/18
18,1.5,316,1.5,0,1007.9,21.3,99,0.1,0,2024/4/18
19,2.4,318,0.5,0,1008.8,21.2,99,0,0,2024/4/18
20,0,0,0,0,1009.5,21.4,100,0,0,2024/4/18
21,0.8,231,0,0,1010,21.3,100,0,0,2024/4/18
22,0.9,230,0,0,1009.8,21.1,100,0,0,2024/4/18
23,1.6,217,0,0,1009.2,21,100,0.1,0,2024/4/18
24,1,239,0,0,1008.6,21,100,0,0,2024/4/18
1,0.7,239,0,0,1008,20.8,100,0,0,2024/4/19
2,0.8,239,0,0,1007.2,20.7,100,0,0,2024/4/19
3,0.5,222,0,0,1007,20.5,100,0,0,2024/4/19
4,1.2,220,0,0,1006.9,20.5,100,0,0,2024/4/19
5,1.2,215,0,0,1007,20.6,100,0.3,218,2024/4/19
6,1.1,210,0,0,1007.8,20.7,100,0,0,2024/4/19
7,1.1,211,0,0.1,1008.7,21.3,100,0.1,0,2024/4/19
8,1.8,199,0,0.5,1008.7,22.3,99,0.3,197,2024/4/19
9,1.9,213,0,0.8,1009,23.7,92,0.4,242,2024/4/19
10,2,131,0,1.1,1009.1,25.3,83,0.6,249,2024/4/19
11,1.7,224,0,1.6,1008.2,26.9,72,0.6,276,2024/4/19
12,2.1,191,0,1.7,1007.6,27.6,71,0.6,171,2024/4/19
13,2.6,81,0,1.3,1006.5,27,78,0.4,137,2024/4/19
14,2.2,144,0,0.5,1005.9,25.3,83,0.3,179,2024/4/19
15,2.6,88,0,0.3,1005.5,25.3,82,0,0,2024/4/19
16,1.6,274,0,0.3,1005.7,25,84,0.6,277,2024/4/19
17,1.6,330,0,0.2,1006.1,24.9,87,0,0,2024/4/19
18,1.3,217,0,0.1,1006.6,24.4,89,0,0,2024/4/19
19,0.8,222,0,0,1007,23.9,92,0,0,2024/4/19
20,0.7,211,0,0,1007.4,23.5,94,0,0,2024/4/19
21,1.3,208,0,0,1007.7,23.4,94,0.3,224,2024/4/19
22,1.6,204,0,0,1007.4,23.2,96,0.3,222,2024/4/19
23,1.6,221,0,0,1006.8,22.8,97,0.2,0,2024/4/19
24,1.4,218,0,0,1006.2,22.6,97,0.4,229,2024/4/19
1,1.4,217,0,0,1005.8,22.1,99,0,0,2024/4/20
2,1.1,326,0,0,1005.2,21.9,99,0,0,2024/4/20
3,0.8,260,0,0,1004.9,21.7,99,0,0,2024/4/20
4,0.8,259,0,0,1004.6,21.6,100,0,0,2024/4/20
5,1.2,266,0,0,1004.7,21.3,100,0,0,2024/4/20
6,1,219,0,0,1005.1,20.9,100,0.1,0,2024/4/20
7,2.4,248,0,0.4,1005.5,22.7,99,0.5,232,2024/4/20
8,3.1,212,0,1.2,1005.9,25.4,82,0.9,224,2024/4/20
9,3.5,219,0,2,1006.2,28.1,71,0.9,234,2024/4/20
10,4.2,209,0,2.5,1006,29.5,67,0.8,219,2024/4/20
11,3,221,0,3.1,1005.3,31.5,55,0.5,216,2024/4/20
12,4.4,129,0,3.2,1004.7,31.3,68,1,181,2024/4/20
13,3.7,212,0,3.2,1003.9,31.8,65,0.7,136,2024/4/20
14,3.6,87,0,2.3,1003.6,31.5,64,0.8,159,2024/4/20
15,2.9,79,0,1.7,1003.5,31,67,0.4,161,2024/4/20
16,1.7,102,0,1.2,1003.2,30.9,66,0.6,169,2024/4/20
17,2,63,0,0.3,1003.5,28.3,76,0.5,335,2024/4/20
18,2.8,328,0,0.1,1003.8,27,87,0,0,2024/4/20
19,1,13,0,0,1004.4,25.4,93,0,0,2024/4/20
20,0,0,0,0,1005.1,24.9,97,0,0,2024/4/20
21,0,0,0,0,1005.8,24.4,98,0,0,2024/4/20
22,0,0,0,0,1006.6,23.9,99,0,0,2024/4/20
23,0,0,0,0,1006.5,23.7,99,0,0,2024/4/20
24,0.4,18,0,0,1006.2,22.9,99,0,0,2024/4/20
1,0.1,0,0,0,1005.7,22.4,100,0,0,2024/4/21
2,0,0,0,0,1005.6,22.1,100,0,0,2024/4/21
3,0.5,259,0,0,1005.2,22.2,100,0,0,2024/4/21
4,0.9,255,0,0,1005.1,22.1,100,0,0,2024/4/21
5,1.3,253,0,0,1005.2,21.9,100,0.3,244,2024/4/21
6,1.9,245,0,0,1005.5,22.1,99,0.3,240,2024/4/21
7,2.1,235,0,0.4,1006.1,23.9,94,0.6,235,2024/4/21
8,3,275,0,0.8,1006.6,25.9,85,0.5,258,2024/4/21
9,3.3,279,0,1.8,1006.7,28,73,0.9,269,2024/4/21
10,2.2,209,0,1.4,1006.8,28.9,69,0.5,188,2024/4/21
11,2.5,212,0,2.4,1006.6,30.7,60,0.4,259,2024/4/21
12,2.9,308,0,3,1005.9,31.9,62,0.8,267,2024/4/21
13,3.6,97,0,3.4,1005.3,32.7,61,0.7,125,2024/4/21
14,4.5,96,0,3.2,1005.3,31.5,64,1.7,43,2024/4/21
15,3.8,18,0,2.4,1005.4,31.4,62,0.8,75,2024/4/21
16,3.4,356,0,1.7,1005.8,30.3,72,0.7,69,2024/4/21
17,3.3,96,0,0.8,1006.1,28.5,79,0.9,97,2024/4/21
18,2.2,343,0,0.1,1006.6,27.2,86,0.3,50,2024/4/21
19,1.6,43,0,0,1007.2,26.1,90,0,0,2024/4/21
20,0.2,0,0,0,1007.6,25.3,94,0,0,2024/4/21
21,0,0,0,0,1008.2,25.1,96,0,0,2024/4/21
22,1.1,86,0,0,1008.4,24.9,96,0,0,2024/4/21
23,0,0,0,0,1008,24.4,96,0,0,2024/4/21
24,0,0,0,0,1007.2,24.4,97,0,0,2024/4/21
1,0.8,208,0,0,1006.6,24,95,0,0,2024/4/22
2,0.8,228,0,0,1005.8,23.8,97,0,0,2024/4/22
3,0.9,215,0,0,1005.5,23.6,98,0.1,0,2024/4/22
4,0.7,149,0,0,1005.4,23.3,98,0,0,2024/4/22
5,0.6,197,0,0,1005.7,23,99,0,0,2024/4/22
6,1.2,199,0,0,1005.7,22.9,99,0,0,2024/4/22
7,1.2,184,0,0.4,1006,25,96,0.1,0,2024/4/22
8,2.6,209,0,1.2,1006.3,27.6,80,0.4,193,2024/4/22
9,1.9,217,0,2.1,1006.3,30.2,69,0.5,231,2024/4/22
10,2,209,0,2.3,1006.3,31.2,64,0.4,353,2024/4/22
11,2.7,144,0,1.6,1006.2,30.8,71,0.5,142,2024/4/22
12,4.1,147,0,2.8,1005.5,31.9,67,1.1,183,2024/4/22
13,4.2,163,0,2.2,1004.6,31.3,70,0.6,159,2024/4/22
14,4.4,136,0,1.4,1004.2,30.1,76,0.6,162,2024/4/22
15,4,159,0,1,1003.7,29.2,75,0.6,141,2024/4/22
16,2.6,184,0.5,0.3,1003.4,27.5,92,0.4,322,2024/4/22
17,2.9,16,0,0.2,1003.6,25.8,94,0.3,45,2024/4/22
18,2.9,32,0.5,0.1,1003.7,25.1,94,0,0,2024/4/22
19,2.3,84,0,0,1004.2,24.6,95,0.8,48,2024/4/22
20,2,40,0,0,1005.5,24,96,0,0,2024/4/22
21,2.1,78,0,0,1006.4,23.9,97,0.1,0,2024/4/22
22,1.4,345,0,0,1006.2,23.7,97,0,0,2024/4/22
23,0.8,339,0,0,1006.2,23.7,98,0,0,2024/4/22
24,0,0,0,0,1005.4,23.4,98,0,0,2024/4/22
1,0.7,23,0,0,1004.9,23.4,98,0.2,0,2024/4/23
2,0.2,0,0,0,1004.6,22.8,99,0,0,2024/4/23
3,0.7,30,0,0,1004.2,22.8,99,0,0,2024/4/23
4,1,109,0,0,1003.6,22.8,99,0,0,2024/4/23
5,0,0,0,0,1004,22.8,99,0,0,2024/4/23
6,0.8,217,0,0,1003.9,22.8,100,0.2,0,2024/4/23
7,1.6,217,0,0.2,1004.7,23.3,99,0.3,209,2024/4/23
8,1.8,191,0,0.8,1005.4,25.6,92,0.3,206,2024/4/23
9,1.5,199,0,0.8,1005.6,26.5,83,0.2,0,2024/4/23
10,1.8,214,0,0.7,1005.1,26.6,85,0.2,0,2024/4/23
11,1.7,89,0,1,1004.7,27.5,75,0.4,215,2024/4/23
12,1.5,204,0,0.7,1004.3,27.8,77,0.2,0,2024/4/23
13,0.7,223,0,0.4,1003.6,27.4,78,0,0,2024/4/23
14,0.8,209,0,0.5,1003.2,27.6,81,0,0,2024/4/23
15,0.6,201,0,0.7,1002.7,27.9,76,0,0,2024/4/23
16,0.8,48,0,0.6,1002.7,27.8,81,0.1,0,2024/4/23
17,1.2,31,0,0.2,1002.6,26.5,87,0,0,2024/4/23
18,0.5,54,0,0,1003,25.4,91,0,0,2024/4/23
19,1.3,6,0,0,1003.4,24.6,93,0,0,2024/4/23
20,0,0,0,0,1004.7,23.9,95,0,0,2024/4/23
21,0,0,0,0,1005.2,23.5,97,0,0,2024/4/23
22,0,0,0,0,1005.8,23.2,98,0,0,2024/4/23
23,0.7,38,0,0,1005.7,23.1,99,0.1,0,2024/4/23
24,0.7,38,0,0,1005.5,23.2,100,0,0,2024/4/23
1,0.3,294,0,0,1005.1,23.2,99,0,0,2024/4/24
2,1.2,291,0,0,1004.5,23.1,99,0,0,2024/4/24
3,0.5,12,0,0,1004,23.3,100,0,0,2024/4/24
4,1.4,250,0,0,1004.2,23.3,99,0.1,0,2024/4/24
5,0.6,246,0,0,1004.7,23.1,98,0,0,2024/4/24
6,0.8,218,0,0,1005.3,23.3,99,0,0,2024/4/24
7,0.6,237,0,0,1006,23.5,99,0,0,2024/4/24
8,0,0,0,0.1,1006.5,23.7,100,0,0,2024/4/24
9,0.4,277,0.5,0.1,1007,23.8,99,0,0,2024/4/24
10,2.2,352,3.5,0.2,1007.1,23.6,99,0.2,0,2024/4/24
11,2.4,26,1.5,0.4,1007,23.9,99,0.4,23,2024/4/24
12,2.6,26,0,0.1,1007,23.5,98,0.3,69,2024/4/24
13,3.8,73,0,0.1,1006.9,22.3,99,0.6,57,2024/4/24
14,3.1,356,0.5,0.1,1006.9,21.6,98,0.1,0,2024/4/24
15,2.3,18,0.5,0.3,1006.5,22.3,97,0.1,0,2024/4/24
16,2.8,27,0,0.2,1006.1,22,97,0.7,47,2024/4/24
17,2.4,56,0,0,1006.8,21.2,98,0,0,2024/4/24
18,1.7,87,0.5,0,1007.1,21,98,0,0,2024/4/24
19,2.2,80,0,0,1007.7,20.6,98,0.1,0,2024/4/24
20,2.1,295,0,0,1008.3,20.6,99,0,0,2024/4/24
21,0.9,305,0,0,1008.7,20.5,100,0,0,2024/4/24
22,0.1,0,0,0,1009,20.7,100,0,0,2024/4/24
23,0.9,221,0,0,1009,20.8,100,0,0,2024/4/24
24,1.3,243,0,0,1008.2,20.8,100,0,0,2024/4/24
1,1.5,211,0,0,1007.6,20.7,100,0.2,0,2024/4/25
2,1.1,215,0,0,1006.3,20.7,100,0,0,2024/4/25
3,1.3,219,0,0,1006,20.6,100,0.2,0,2024/4/25
4,1.6,206,0,0,1005.8,20.6,100,0.1,0,2024/4/25
5,2,210,0,0,1005.9,20.7,100,0,0,2024/4/25
6,0,0,0,0,1006.3,20.8,100,0,0,2024/4/25
7,0.4,255,0,0,1006.3,21.2,100,0,0,2024/4/25
8,1.1,271,0,0.1,1007.2,21.4,99,0,0,2024/4/25
9,1.1,230,0,0.1,1007.4,21.9,99,0,0,2024/4/25
10,2.9,270,0.5,0.5,1007.4,22.4,99,0.8,220,2024/4/25
11,5.4,202,0.5,1.3,1005.6,23.5,94,1,240,2024/4/25
12,3.8,197,0,0.9,1004.9,24.4,90,1,234,2024/4/25
13,4.3,210,0,2.5,1004.5,27.7,75,1.1,246,2024/4/25
14,2.8,282,0,3,1003.5,29.2,69,0.5,155,2024/4/25
15,3.1,34,0,1.3,1003.7,27.1,78,0.9,71,2024/4/25
16,2,19,0.5,0,1004.5,25,89,0,0,2024/4/25
17,0.9,74,3,0,1004.5,24.1,97,0,0,2024/4/25
18,1.1,3,0.5,0,1005.1,23.9,98,0,0,2024/4/25
19,0,0,1,0,1004.7,23.4,99,0,0,2024/4/25
20,2.6,225,0.5,0,1005.3,23.4,100,0.5,219,2024/4/25
21,2.3,219,0.5,0,1005.9,23.2,100,0,0,2024/4/25
22,1.5,201,1.5,0,1006.8,22.7,100,0,0,2024/4/25
23,0.9,236,0.5,0,1004.8,21.9,100,0,0,2024/4/25
24,0.8,232,0,0,1004.6,21.7,100,0,0,2024/4/25
1,1.4,210,0.5,0,1004.7,21.8,100,0.1,0,2024/4/26
2,1.4,267,1,0,1003.2,21.6,100,0,0,2024/4/26
3,2.6,217,0.5,0,1002.5,21.5,100,0.7,230,2024/4/26
4,3.3,224,0,0,1002.7,20.9,100,0,0,2024/4/26
5,1.5,304,0,0,1002.1,20.6,100,0.1,0,2024/4/26
6,1,215,0,0,1002.5,20.9,100,0,0,2024/4/26
7,0.5,139,0,0.3,1002.8,22,100,0,0,2024/4/26
8,1.9,192,0,1.4,1002.5,25.1,91,0.2,0,2024/4/26
9,1.2,116,0,1.2,1002.9,26.1,81,0.1,0,2024/4/26
10,2.3,313,0,1.1,1002.7,27,77,0.7,331,2024/4/26
11,2.1,329,0,1.2,1002.6,26.8,80,0.1,0,2024/4/26
12,1.5,111,0,0.5,1002,25.7,90,0.1,0,2024/4/26
